Articles (articles_PADI_relevant.csv)	Topic 0 : million / milliard / franc / entreprise / affaire / service / marché / chiffre / sénégal / cfa	Topic 1 : covid / 19 / cas / pandémie / santé / pays / contre / Sénégal / sanitaire / crise	Topic 2 : femme / pouvoir / homme / journée / vie / fille / famille / jour / bien / mars	Topic 3 : Afrique / développement / eau / pays / africain / Sénégal / mondial / international / durable / agriculture	Topic 4 : sénégal / bon / équipe / voir / bien / beaucoup / gagner / vraiment / yer / match	Topic 5 : Sénégal / sénégalais / président / Diop / Ndiaye / dakar / Senghor / Mamadou / Afrique / Dakar	Topic 6 : enseignant / éducation / élève / école / accord / gouvernement / syndicat / problème / cours / année	Topic 7 : loi / droit / national / assemblée / député / pouvoir / maire / article / Sénégal / code	Topic 8 : élection / électoral / candidat / pouvoir / politique / parti / devoir / vote / opposition / justice	Topic 9 : lion / finale / but / Sénégal / match / minute / egypte / face / février / victoire	Topic 10 : président / politique / pouvoir / Wade / sénégalais / Macky / Abdoulaye / sall / etat / parti	Topic 11 : pays / africain / pouvoir / économique / produit / économie / président / Afrique / alimentaire / continent	Topic 12 : sénégal / ramener / beaucoup / monde / new / ligne / petit / bon / mener / voir	Topic 13 : équipe / joueur / match / Sénégal / coupe / jouer / pouvoir / club / national / lion	Topic 14 : pêche / ressource / riz / acteur / secteur / local / pétrole / Sénégal / national / gaz	Topic 15 : père / jour / grand / venir / sénégalais / famille / fils / village / vivre / terre	Topic 16 : eau / zone / population / région / commune / village / terre / pouvoir / rural / service	Topic 17 : pouvoir / aujourd / sénégal / voir / état / devoir / vouloir / savoir / bien / beaucoup	Topic 18 : Sénégal / milliard / etat / sénégalais / gouvernement / Bénin / ministre / sénégal / CFA / public	Topic 19 : agricole / producteur / production / bénin / gouvernement / tonne / agriculture / national / produit / ministre	Topic 20 : ministre / président / république / etat / chef / national / conseil / Macky / communication / gouvernement	Topic 21 : pouvoir / information / réseau / donnée / social / Sénégal / devoir / sénégalais / communication / numérique	Topic 22 : projet / formation / national / développement / programme / secteur / travail / centre / financement / cadre	Topic 23 : Wade / etat / sénégalais / chef / prendre / pouvoir / guerre / Ukraine / pays / président	Topic 24 : prix / fcfa / produit / hausse / marché / milliard / année / denrée / mois / franc	Topic 25 : pays / militaire / russe / Ukraine / Mali / président / force / armée / Russie / sanction	Topic 26 : affaire / justice / presse / dossier / dernier / mort / victime / pouvoir / contre / enquête	Topic 27 : santé / enfant / alimentaire / hôpital / maladie / sanitaire / système / médecin / civil / médical	Topic 28 : football / national / sport / sénégal / fédération / sénégalais / président / stade / coupe / sportif	Topic 29 : beaucoup / pouvoir / artiste / voir / culture / sénégalais / musique / venir / bien / vraiment	Topic 30 : sénégal / état / heure / édition / pouvoir / commune / sénégalais / jour / autorité / président	Topic 31 : Cheikh / religieux / musulman / professeur / Sénégal / communauté / fête / université / monde / science	Topic 32 : pouvoir / politique / pays / devoir / sénégalais / Sénégal / bien / homme / monde / peuple	Topic 33 : coalition / liste / élection / Yewwi / sonko / leader / politique / opposition / Askan / maire	Topic 34 : jeune / emploi / pouvoir / pays / entreprise / programme / local / jeunesse / devoir / politique
article 483	0.00019	0.00019	0.00019	0.00019	0.00019	0.31189	0.07238	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.08205	0.00019	0.00019	0.4011	0.00019	0.04895	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.07799	0.00019	0.00019	0.00019
article 484	0.12516	0.00029	0.1246	0.00029	0.00029	0.11355	0.00029	0.00029	0.00029	0.00029	0.11666	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.44518	0.00029	0.05359	0.00029	0.00029	0.00029	0.00029	0.00029	0.01301	0.00029	0.00029	0.00029
article 485	0.00015	0.06046	0.00015	0.00015	0.00015	0.36451	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.33896	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.06585	0.00015	0.00015	0.00015	0.1499	0.00015	0.00015	0.00015	0.00015	0.0159	0.00015
article 486	0.00032	0.00032	0.14733	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.59108	0.00032	0.00032	0.00032	0.00032	0.04463	0.00032	0.20713	0.00032
article 487	0.00022	0.00022	0.00022	0.00022	0.00022	0.11032	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.18597	0.22385	0.24362	0.00022	0.00022	0.00022	0.00022	0.07762	0.03775	0.00022	0.11471	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022
article 488	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.90289	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.09106	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018
article 489	0.16182	6e-05	0.04149	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.07179	6e-05	6e-05	0.11142	6e-05	0.02166	6e-05	6e-05	0.05897	6e-05	6e-05	6e-05	0.12002	0.14859	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.26261	6e-05	6e-05
article 490	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.71868	0.00034	0.00034	0.00034	0.00034	0.15764	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.11279	0.00034	0.00034	0.00034
article 491	0.00031	0.00031	0.00031	0.00031	0.00031	0.31748	0.00031	0.00031	0.00031	0.09901	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.05362	0.00031	0.16606	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.1049	0.25001	0.00031	0.00031	0.00031	0.00031	0.00031
article 492	0.00022	0.00022	0.09891	0.00022	0.00022	0.01143	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.09167	0.00022	0.00022	0.11046	0.00022	0.00022	0.68098	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022
article 493	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.23837	0.0001	0.0001	0.0001	0.03813	0.0001	0.0001	0.0001	0.0001	0.0001	0.14898	0.0001	0.05357	0.0001	0.13471	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.38325	0.0001
article 494	0.00041	0.00041	0.00041	0.07854	0.00041	0.47881	0.06159	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.30846	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.06036	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041
article 495	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.01171	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.12648	0.31705	0.0002	0.0002	0.0002	0.0002	0.0002	0.53853	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002
article 496	0.00023	0.00023	0.00023	0.05972	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.49314	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.05761	0.00023	0.00023	0.00023	0.00023	0.00023	0.15585	0.22677	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023
article 497	5e-05	0.09989	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.06955	5e-05	5e-05	5e-05	5e-05	0.09991	5e-05	5e-05	0.11407	5e-05	0.2691	5e-05	0.07736	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.0155	0.19813	5e-05	0.05515
article 498	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.62499	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.25187	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.11157	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036
article 499	0.0002	0.0002	0.17733	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.07305	0.0002	0.0002	0.3841	0.0002	0.0002	0.30513	0.0002	0.0002	0.0002	0.0002	0.05431	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002
article 500	0.00016	0.00016	0.00016	0.00016	0.00016	0.74089	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.25381	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016
article 501	0.00017	0.00017	0.00017	0.06398	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.9303	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017
article 502	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.04397	9e-05	9e-05	9e-05	9e-05	9e-05	0.09414	0.08008	9e-05	0.4581	9e-05	9e-05	9e-05	0.04618	0.27492	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05
article 503	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.02463	0.0002	0.0002	0.0002	0.0002	0.64032	0.13121	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.19777	0.0002	0.0002	0.0002	0.0002
article 504	0.00018	0.15171	0.00018	0.00018	0.00018	0.06017	0.00018	0.00018	0.00018	0.01063	0.00018	0.00018	0.00018	0.00018	0.00018	0.0563	0.00018	0.00018	0.60652	0.00018	0.00018	0.00018	0.00018	0.00018	0.02241	0.07194	0.00018	0.00018	0.00018	0.00018	0.00018	0.01545	0.00018	0.00018	0.00018
article 505	2e-05	2e-05	0.00508	2e-05	2e-05	2e-05	0.07072	2e-05	0.01871	0.01402	2e-05	2e-05	0.04636	0.0127	2e-05	2e-05	0.02966	0.1549	2e-05	0.02315	2e-05	2e-05	0.03702	2e-05	0.02582	2e-05	0.04848	0.00724	0.06117	0.04558	0.36808	2e-05	2e-05	2e-05	0.03096
article 506	0.00018	0.00018	0.00018	0.2109	0.00018	0.00018	0.02069	0.0801	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.18428	0.18601	0.28794	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.02514	0.00018	0.00018	0.00018
article 507	0.00015	0.0415	0.04274	0.2746	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.0823	0.20728	0.00015	0.04224	0.00015	0.00015	0.00015	0.00015	0.00015	0.17907	0.04092	0.00015	0.00015	0.00015	0.08538	0.00015	0.00015
article 508	0.00019	0.00019	0.00019	0.06043	0.00019	0.79889	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.13451	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019
article 509	0.00026	0.07249	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.13072	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.57035	0.12348	0.00026	0.00026	0.00026	0.00026	0.00026	0.07871	0.00026	0.01665	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026
article 510	0.15273	0.00026	0.03405	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.17144	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.15769	0.00026	0.00026	0.00026	0.11043	0.00026	0.00026	0.00026	0.31161	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.05472
article 511	0.00475	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.12849	6e-05	0.1541	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.02486	0.1813	0.08099	6e-05	6e-05	6e-05	0.4239	6e-05	6e-05	6e-05	6e-05
article 512	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.09623	0.00039	0.00039	0.00039	0.00039	0.00039	0.05285	0.00039	0.00039	0.00039	0.66347	0.00039	0.17531	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039	0.00039
article 513	0.00016	0.00016	0.00016	0.15072	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.33082	0.00016	0.19629	0.00016	0.00016	0.00016	0.21707	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.01863	0.08187
article 514	0.16608	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.14962	0.30579	0.17904	0.00013	0.00013	0.00013	0.00013	0.06716	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.04933	0.03265	0.00013	0.00013	0.00013	0.04672
article 515	0.00034	0.20398	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.06143	0.00034	0.00034	0.00034	0.00034	0.00034	0.05576	0.00034	0.17725	0.00034	0.00034	0.00034	0.00034	0.00034	0.18461	0.00034	0.00034	0.00034	0.00034	0.3071	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034	0.00034
article 516	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.24475	0.00027	0.05669	0.00027	0.50546	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.18458	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027
article 517	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.11455	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.32175	0.00026	0.30221	0.00026	0.05509	0.00026	0.19867	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026
article 518	0.00021	0.00021	0.00021	0.00021	0.00021	0.15003	0.00021	0.00021	0.11064	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.17578	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.40027	0.15711	0.00021
article 519	0.00022	0.00022	0.00022	0.10354	0.00022	0.17214	0.00022	0.00022	0.17335	0.00022	0.00022	0.00022	0.00022	0.01444	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.10418	0.13215	0.13769	0.15658	0.00022
article 520	0.06534	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.5236	0.00016	0.00016	0.00016	0.25919	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.14698	0.00016	0.00016	0.00016	0.00016	0.00016
article 521	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.0483	9e-05	0.20088	9e-05	0.05633	0.51491	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.03014	9e-05	9e-05	0.02641	9e-05	9e-05	9e-05	9e-05	0.12054	9e-05	9e-05
article 522	0.12475	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.30793	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.08058	0.28922	0.0003	0.0003	0.18841	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003
article 523	0.00041	0.00041	0.00041	0.00041	0.15885	0.00041	0.00041	0.00041	0.00041	0.07357	0.00041	0.00041	0.73337	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.02155	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041
article 524	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.14506	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.16508	0.00032	0.00032	0.12432	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.50607	0.04993
article 525	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.09225	0.1678	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.10115	0.00014	0.00014	0.09361	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.10089	0.44034	0.00014
article 526	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.10657	0.23538	0.59872	0.00044	0.00044	0.00044	0.00044	0.00044	0.0457	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044
article 527	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.9054	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.08791
article 528	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.39937	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.45472	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.13185	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044	0.00044
article 529	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.2886	0.00017	0.00017	0.34758	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.04774	0.00017	0.00017	0.00017	0.00017	0.04755	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.26357	0.00017	0.00017
article 530	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.1146	0.0002	0.0002	0.0002	0.87867	0.0002
article 531	0.03764	0.04623	0.03566	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	0.0159	3e-05	3e-05	0.0205	3e-05	3e-05	0.15962	0.10371	3e-05	0.19431	3e-05	3e-05	0.17931	3e-05	3e-05	0.0152	3e-05	0.02754	3e-05	3e-05	0.16365	3e-05	3e-05	3e-05	3e-05
article 532	7e-05	7e-05	7e-05	7e-05	0.03898	0.04905	0.0275	7e-05	7e-05	7e-05	0.70016	0.04011	7e-05	7e-05	7e-05	0.04189	7e-05	7e-05	7e-05	7e-05	0.04001	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.06047	7e-05
article 533	3e-05	3e-05	0.01512	3e-05	3e-05	0.07744	3e-05	0.0223	0.28843	3e-05	0.45097	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	0.0027	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	0.00484	3e-05	0.13729	3e-05
article 534	0.00026	0.1112	0.00026	0.00026	0.00026	0.00026	0.03441	0.00026	0.00026	0.00026	0.00026	0.13764	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.57963	0.0771	0.00026	0.00026	0.00026	0.05249	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026
article 535	0.00045	0.00045	0.00045	0.00045	0.00045	0.14439	0.00045	0.00045	0.00045	0.00045	0.00045	0.66545	0.00045	0.00045	0.10158	0.00045	0.00045	0.00045	0.00045	0.00045	0.07475	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045
article 536	0.01671	2e-05	0.11615	0.08283	2e-05	2e-05	2e-05	2e-05	0.01502	2e-05	2e-05	2e-05	0.02734	2e-05	2e-05	2e-05	0.03044	0.10362	2e-05	0.01305	2e-05	0.0334	2e-05	2e-05	0.05095	2e-05	0.06464	0.01269	2e-05	0.03256	0.35797	2e-05	0.04221	2e-05	2e-05
article 537	0.00011	0.00011	0.00011	0.00011	0.3513	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.081	0.09157	0.00011	0.00011	0.00011	0.2049	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.19628	0.00011	0.00011	0.00011	0.07189	0.00011	0.00011
article 538	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.16767	0.15998	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.33403	0.00031	0.06688	0.00031	0.00031	0.00031	0.00031	0.00031	0.26223	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031
article 539	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.9263	0.00061	0.05364	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061	0.00061
article 540	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.06438	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.17342	0.1125	0.02949	0.01368	0.16618	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.06195	0.00014	0.00014	0.00014	0.00014	0.37451	0.00014	0.00014
article 541	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.04724	0.16007	0.78488	0.00024
article 542	5e-05	5e-05	5e-05	5e-05	0.01807	5e-05	0.62937	5e-05	5e-05	5e-05	5e-05	5e-05	0.13069	5e-05	0.01605	0.01241	5e-05	0.12777	5e-05	5e-05	5e-05	5e-05	0.03297	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.03137	5e-05	5e-05
article 543	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.03488	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.1572	0.0002	0.0002	0.19596	0.0002	0.0002	0.0002	0.0002	0.0002	0.41841	0.0002	0.1876
article 544	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.46967	0.0004	0.0004	0.11492	0.0004	0.0004	0.0004	0.0004	0.0004	0.13717	0.0004	0.17891	0.0004	0.0004	0.0004	0.0004	0.08727	0.0004
article 545	0.0001	0.0001	0.17059	0.0001	0.0001	0.0001	0.02514	0.0001	0.0001	0.0001	0.0001	0.13243	0.0001	0.0001	0.0001	0.02459	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.33305	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.31129	0.0001	0.0001
article 546	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.12926	0.00029	0.00029	0.00029	0.38674	0.00029	0.00029	0.00029	0.00029	0.00029	0.18166	0.00029	0.00029	0.2933	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029
article 547	0.0766	0.00022	0.00022	0.00022	0.00022	0.0856	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.35293	0.00022	0.00022	0.11757	0.17889	0.00022	0.00022	0.00022	0.18195	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022
article 548	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.11061	0.56797	0.00037	0.00037	0.00037	0.00037	0.10786	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.09401	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.10857	0.00037	0.00037	0.00037
article 549	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.95255	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.04246	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015
article 550	0.00031	0.00031	0.00031	0.00031	0.16714	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.09215	0.14566	0.00031	0.10861	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031	0.47723	0.00031	0.00031	0.00031	0.00031	0.00031	0.00031
article 551	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.102	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.03029	0.00014	0.00014	0.00014	0.00014	0.00014	0.47144	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.39191	0.00014
